Álbum,Música,Duração,Popularidade,Visualizações,Letra,Prêmios
América Brasil (Ao Vivo),América do Norte,345.0,26,39283," Se segura que é balanço que chegou pra balançar (2x) América do Norte Vai sambar também América do Norte Vai sambar again Americana linda com esses olho azul Vem balançar comigo América do Sul Pode remexer e balançar a trança Não esquente a cabeça pois a noite é uma criança Vem dançar o samba-rock lá do Grajaú Americana vâmo nesse samba-blue Me diga eu te amo E eu I love you É um vento quente, uma onda boa Sinto falta da garôa, das crianças, da patroa Hot-dog is very nice, but I like angú Se segura que é balanço que chegou pra balançar (2x) América do Norte Vai sambar também América do Norte Vai sambar again Americana linda com esses olho azul Vem balançar comigo América do Sul Pode remexer e balançar a trança Não esquente a cabeça pois a noite é uma criança Vem dançar o samba-rock lá do Grajaú Americana vâmo nesse samba-blue Diga eu te amo E eu I love you É um jeito quente, uma onda boa Sinto falta da garôa, das crianças, da patroa Hot-dog is very nice, but I like angú América do Norte Vai sambar também América do Norte Vai sambar again América do Norte Vai sambar também América do Norte Vai sambar again Êêê Vai sambar também Vai sambar também Vai sambar também Vai sambar também Vai sambar também Vai sambar também ",0
América Brasil (Ao Vivo),Burguesinha,258.186,48,1473017," Vai no cabeleireiro No esteticista Malha o dia inteiro Vida de artista Saca dinheiro Vai de motorista Com seu carro esporte Vai zoar na pista Final de semana Na casa de praia Só gastando grana Na maior gandaia Vai pra balada Dança bate estaca Com a sua tribo Até de madrugada Burguesinha, burguesinha Burguesinha, burguesinha Burguesinha Só no filé Burguesinha, burguesinha Burguesinha, burguesinha Burguesinha Tem o que quer Burguesinha, burguesinha Burguesinha, burguesinha Burguesinha Do croissant Burguesinha, burguesinha Burguesinha, burguesinha Burguesinha Suquinho de maçã Burguesinha, burguesinha Burguesinha, burguesinha Burguesinha ",0
América Brasil (Ao Vivo),Carolina,-1.0,-1,1211328," Carolina é uma menina bem difícil de esquecer Andar bonito e um brilho no olhar Tem um jeito adolescente que me faz enlouquecer E um molejo que eu não vou te enganar Maravilha feminina, meu docinho de pavê Inteligente, ela é muito sensual Te confesso que estou apaixonado por você Ô, Carolina, isso é muito natural Ô, Carolina, eu preciso de você Ô, Carolina, eu não vou suportar não te ver Carolina, eu preciso te falar Ô, Carolina, eu vou amar você De segunda a segunda, fico louco pra te ver Quando eu te ligo, você quase nunca está Isso era outra coisa que eu queria te dizer Não temos tempo, então melhor deixar pra lá A princípio, no domingo, o que você quer fazer? Faça um pedido, que eu irei realizar Olha aí, amigo, eu digo que ela só me dá prazer Essa mina Carolina é de abalar, oi Ô, Carolina, eu preciso de você Ô, Carolina, eu não vou suportar não te ver Carolina, eu preciso te falar Ô, Carolina eu vou amar você Carolina, Carolina Carolina, preciso te encontrar Carolina, me sinto muito só Carolina, preciso te dizer Ô, Carolina, eu só quero amar você Carolina, preciso te encontrar Ô, Carolina, me sinto muito só Carolina, preciso te dizer Ô, Carolina, eu só quero amar você Carolina é uma menina bem difícil de esquecer Andar bonito e um brilho no olhar Tem um jeito adolescente que me faz enlouquecer E um molejo que eu não vou te enganar Maravilha feminina, meu docinho de pavê Inteligente, ela é muito sensual Te confesso que estou apaixonado por você Ô, Carolina, isso é muito natural Ô, Carolina, eu preciso de você Ô, Carolina, não vou suportar não te ver Carolina, eu preciso te falar Ô, Carolina, eu vou amar você Eu vou amar você Pois eu vou te dar muito carinho Vou te dar beijinho no cangote Oi, Carolina Menina bela, menina bela Maravilha feminina Carolina, preciso te encontrar Carolina, me sinto muito só Carolina, preciso te dizer Ô, Carolina, eu só quero amar você Carolina, preciso te encontrar Ô, Carolina, me sinto muito só Carolina, preciso te dizer Ô, Carolina, eu só quero amar você Ô, Carolina, preciso te encontrar Ô, Carolina, me sinto muito só Ô, Carolina, preciso te dizer Ô, Carolina, eu só quero amar você Ô, Carolina, ô, Carolina (ô, Carolina) Ô, Carolina, ô, Carolina Carol, Carol, Carol, Carol, Carol Carol, Carol, Carol Carol, Carol, Carol, Carol, Carol Carol, Carol, Carol (ô, Carolina) Carol, Carol, Carol, Carol, Carol Carol, Carol, Carol Carol, Carol, Carol, Carol, Carol Carol, Carol, Carol ",0
América Brasil (Ao Vivo),É Isso Aí (Blower's Daughter),-1.0,-1,254172, É isso aí Como a gente achou que ia ser A vida tão simples é boa Quase sempre É isso ai Os passos vão pelas ruas Ninguém reparou na Lua A vida sempre continua E eu não sei parar de te olhar Eu não sei parar de te olhar Não vou parar de te olhar Eu não me canso de olhar Não sei parar De te olhar É isso aí Há quem acredita em milagres Há quem cometa maldades Há quem não saiba dizer a verdade É isso aí Um vendedor de flores Ensina seus filhos a escolher seus amores Eu não sei parar de te olhar Não sei parar de te olhar Não vou parar de te olhar Eu não me canso de olhar Não vou parar de te olhar É isso aí Há quem acredita em milagres Há quem cometa maldades Há quem não saiba dizer a verdade É isso aí Um vendedor de flores Ensina seus filhos a escolher seus amores E eu não sei parar de te olhar Eu não sei parar de te olhar Não vou parar de te olhar Eu não me canso de olhar Não vou parar de te olhar ,0
América Brasil (Ao Vivo),Mina do Condomínio,400.626,60,1168800," Tô namorando aquela mina Mas não sei se ela me namora Mina maneira do condomínio Lá do bairro onde eu moro Tô namorando aquela mina Mas não sei se ela me namora Mina maneira do condomínio Lá do bairro onde eu moro Seu cabelo me alucina Sua boca me devora Sua voz me ilumina Seu olhar me apavora Me perdi no seu sorriso Nem preciso me encontrar Não me mostre o paraíso Que se eu for, não vou voltar Pois eu vou Eu vou Eu digo oi, ela nem nada Passa na minha calçada Dou bom dia, ela nem liga Se ela chega, eu paro tudo Se ela passa, eu fico todo Se vem vindo, eu faço figa Eu mando um beijo, ela não pega Pisco olho, ela se nega Faço pose, ela não vê Jogo charme, ela ignora Chego junto, ela sai fora Eu escrevo, ela não lê Minha mina, minha amiga Minha namorada Minha gata, minha sina Do meu condomínio Minha musa, minha vida Minha Monalisa Minha Vênus, minha deusa Quero seu fascínio Minha mina, minha amiga Minha namorada Minha gata, minha sina Do meu condomínio Minha musa, minha vida Minha Monalisa Minha Vênus, minha deusa Quero seu fascínio Tô namorando aquela mina Mas não sei se ela me namora Mina maneira do condomínio Lá do bairro onde eu moro Tô namorando aquela mina Mas não sei se ela me namora Mina maneira do condomínio Lá do bairro onde eu moro Seu cabelo me alucina Sua boca me devora Sua voz me ilumina Seu olhar me apavora Me perdi no seu sorriso Nem preciso me encontrar Não me mostre o paraíso Que se eu for, não vou voltar Eu vou Eu vou Eu digo oi, ela nem nada Passa na minha calçada Dou bom dia, ela nem liga Se ela chega, eu paro tudo Se ela passa, eu fico todo Se vem vindo, eu faço figa Eu mando um beijo, ela não pega Pisco olho, ela se nega Faço pose, ela não vê Jogo charme, ela ignora Chego junto, ela sai fora Eu escrevo, ela não lê Minha mina, minha amiga Minha namorada Minha gata, minha sina Do meu condomínio Minha musa, minha vida Minha Monalisa Minha Vênus, minha deusa Quero seu fascínio Minha namorada Do meu condomínio Minha Monalisa Quero seu fascínio Minha namorada Do meu condomínio Minha Monalisa Quero seu fascínio Minha mina, minha amiga Minha namorada Minha gata, minha sina Do meu condomínio Minha musa, minha vida Minha Monalisa Minha Vênus, minha deusa Quero seu fascínio Minha namorada Do meu condomínio Minha Monalisa Quero seu fascínio Minha namorada Do meu condomínio Minha Monalisa Quero seu fascínio Minha namorada Do meu condomínio Minha Monalisa Quero seu fascínio Minha namorada Do meu condomínio Minha Monalisa Quero seu fascínio Minha namorada Do meu condomínio Minha Monalisa Quero seu fascínio ",0
América Brasil (Ao Vivo),Mangueira,266.426,17,25696," Alvorada lá no morro, que beleza Ninguém chora, não há tristeza Ninguém sente o sabor Vem aqui pra gente se encontrar A vista é boa e você tem que conhecer E não tem com o que se preocupar A malandragem tá ligada em você Já botei cerveja no congeladore liguei o fogo pro feijão Só estou esperando você chegar Quero ver se tem coragem de subir a famosa Mangueira! Samba na quadra, melhor parada da cidade Mangueira! Eu me amarro Não moro lá, mas considero Mangueira! Samba na quadra, melhor parada da cidade Mangueira! Eu me amarro Não moro lá, mas considero Citação O menino da Mangueira Recebeu pelo Natal Um pandeiro e uma cuíca ",0
América Brasil (Ao Vivo),Seu Olhar,386.986,48,1610401, Temos rotas a seguir Podemos ir daqui pro mundo Mas quero ficar porque Quero mergulhar mais fundo Só de me encontrar no seu olhar Já muda tudo Posso respirar você E posso te enxergar no escuro Tem muito tempo na estrada Muito tem E como quem não quer nada Você vem Depois da onda pesada A onda zen É namorar na almofada E dormir bem Foi o seu olhar O que me encantou Quero um pouco mais Desse seu amor Foi o seu olhar O que me encantou Quero um pouco mais Desse seu amor ,0
América Brasil (Ao Vivo),Cuidar de Mim,385.933,26,251114, Minha cabeça bem confusa Só de ver ela passar Só de ver ela sem mim Ainda usa a mesma blusa Com o broche que eu lhe dei Combinando com o colar Eu fico imaginando coisas Me pego imaginando coisas Eu fico imaginando coisas Me pego imaginando coisas Lembranças de um tempo bom Que a gente se amava em paz Que pena que eu vacilei Agora que não dá mais Você não me deu perdão Não tem problema Espero que esteja bem Feliz como eu fui feliz O tempo é quem vai dizer A vida quem quis assim Não sou capaz de entender Como saí de cena Não dá pra mim Eu vou voar Melhor assim ,0
América Brasil (Ao Vivo),Soy América,-1.0,-1,-1,-1,0
América Brasil (Ao Vivo),Tudo Que Você Queria Ser,-1.0,-1,20412,-1,0
América Brasil (Ao Vivo),São Gonça,297.066,54,695557," Pretinha, uh, faço tudo pelo nosso amor Faço tudo pelo bem do nosso bem, meu bem A saudade é minha dor E anda arrasando com o meu coração E não duvide que um dia eu te darei o céu O meu amor junto com um anel pra gente se casar No cartório ou na igreja Se você quiser Se não quiser tudo bem, meu bem Mas tente compreender Morando em São Gonçalo você sabe como é Hoje a tarde a ponte engarrafou E eu fiquei a pé Tentei ligar pra você O orelhão da minha rua estava escangalhado O meu cartão tava zerado, mas você crê se quiser Pretinha, uh, eu faço tudo pelo nosso amor Faço tudo pelo bem do nosso bem, meu bem Neném, ai, ai, faz isso comigo não A saudade é minha dor E anda arrasando com o meu coração E não duvide que um dia eu te darei o céu O meu amor junto com um anel pra gente se casar Lá no cartório ou na igreja Se você quiser Se não quiser tudo bem, meu bem Mas tente compreender, tente compreender Morando em São Gonçalo você sabe como é Hoje a tarde a ponte engarrafou E eu fiquei a pé, fiquei a pé Tentei ligar pra você O orelhão da minha rua estava escangalhado O meu cartão tava zerado, mas você crê se quiser Mas tente compreender, tente compreender Morando em São Paulo, você sabe como é Hoje a marginal engarrafou E eu fiquei a pé Tentei ligar pra você O orelhão da minha rua estava escangalhado O meu cartão tava zerado, mas você crê se quiser Mas você crê se quiser Mas você crê se quiser Mas você crê se quiser Mas você crê se quiser ",0
América Brasil (Ao Vivo),Pessoal particular,387.72,46,419439," Ela sabe que eu quero, muito lhe espero Mas agora o assunto é particular Não acabou o amor, só o compromisso Isto não é banal, está com um novo amor E batalhou por isso, isto é muito pessoal Ela sabe que eu quero, quanto tempo for espero Que desejo, me derreto com seu jeito de olhar Porque o seu amor já virou meu vício Eu posso até me dar mal Por não ser seu amor, por não ter compromisso Isto é particular Agora eu vou te dar uma dica, uma dica O mundo é tão lindo Ainda por cima tem eu te querendo Acordei pensando nisso E o bom da vida é viver bem Estar bem, querer bem Deixa eu namorar Viver bem Estar bem, querer bem Não é nada mau Viver bem, estar bem é particular Ela sabe que eu quero, muito lhe espero Mas agora o assunto é particular Não acabou o amor, só o compromisso Isto não é banal, está com um novo amor E batalhou por isso, isto é muito pessoal Ela sabe que eu quero, quanto tempo for espero Que desejo, me derreto com seu jeito de olhar Porque o seu amor já virou um vício Eu posso até me dar mal Por não ser seu amor, por não ter compromisso Isto é particular Agora eu vou lhe dar uma dica, uma dica O mundo é tão lindo Ainda por cima tem eu te querendo Acordei pensando nisso E o bom da vida é viver bem Estar bem, querer bem Deixa eu namorar Viver bem Estar bem, querer bem Não é nada mau Viver bem, estar bem é particular Muito pessoal É particular ",0
América Brasil,América Do Norte,345.0,26,39283," Se segura que é balanço que chegou pra balançar (2x) América do Norte Vai sambar também América do Norte Vai sambar again Americana linda com esses olho azul Vem balançar comigo América do Sul Pode remexer e balançar a trança Não esquente a cabeça pois a noite é uma criança Vem dançar o samba-rock lá do Grajaú Americana vâmo nesse samba-blue Me diga eu te amo E eu I love you É um vento quente, uma onda boa Sinto falta da garôa, das crianças, da patroa Hot-dog is very nice, but I like angú Se segura que é balanço que chegou pra balançar (2x) América do Norte Vai sambar também América do Norte Vai sambar again Americana linda com esses olho azul Vem balançar comigo América do Sul Pode remexer e balançar a trança Não esquente a cabeça pois a noite é uma criança Vem dançar o samba-rock lá do Grajaú Americana vâmo nesse samba-blue Diga eu te amo E eu I love you É um jeito quente, uma onda boa Sinto falta da garôa, das crianças, da patroa Hot-dog is very nice, but I like angú América do Norte Vai sambar também América do Norte Vai sambar again América do Norte Vai sambar também América do Norte Vai sambar again Êêê Vai sambar também Vai sambar também Vai sambar também Vai sambar também Vai sambar também Vai sambar também ",0
América Brasil,Trabalhador,407.36,25,155729," Está na luta, no corre-corre, no dia-a-dia Marmita é fria mas se precisa ir trabalhar Essa rotina em toda firma começa às sete da manhã Patrão reclama e manda embora quem atrasar Trabalhador Trabalhador brasileiro Dentista, frentista, polícia, bombeiro Trabalhador brasileiro Tem gari por aí que é formado engenheiro Trabalhador brasileiro Trabalhador E sem dinheiro vai dar um jeito Vai pro serviço É compromisso, vai ter problema se ele faltar Salário é pouco, não dá pra nada Desempregado também não dá E desse jeito a vida segue sem melhorar Trabalhador Trabalhador brasileiro Garçom, garçonete, jurista, pedreiro Trabalhador brasileiro Trabalha igual burro e não ganha dinheiro Trabalhador brasileiro Trabalhador ",0
América Brasil,Burguesinha,258.186,48,1473017," Vai no cabeleireiro No esteticista Malha o dia inteiro Vida de artista Saca dinheiro Vai de motorista Com seu carro esporte Vai zoar na pista Final de semana Na casa de praia Só gastando grana Na maior gandaia Vai pra balada Dança bate estaca Com a sua tribo Até de madrugada Burguesinha, burguesinha Burguesinha, burguesinha Burguesinha Só no filé Burguesinha, burguesinha Burguesinha, burguesinha Burguesinha Tem o que quer Burguesinha, burguesinha Burguesinha, burguesinha Burguesinha Do croissant Burguesinha, burguesinha Burguesinha, burguesinha Burguesinha Suquinho de maçã Burguesinha, burguesinha Burguesinha, burguesinha Burguesinha ",0
América Brasil,Cuidar De Mim,385.933,26,251114, Minha cabeça bem confusa Só de ver ela passar Só de ver ela sem mim Ainda usa a mesma blusa Com o broche que eu lhe dei Combinando com o colar Eu fico imaginando coisas Me pego imaginando coisas Eu fico imaginando coisas Me pego imaginando coisas Lembranças de um tempo bom Que a gente se amava em paz Que pena que eu vacilei Agora que não dá mais Você não me deu perdão Não tem problema Espero que esteja bem Feliz como eu fui feliz O tempo é quem vai dizer A vida quem quis assim Não sou capaz de entender Como saí de cena Não dá pra mim Eu vou voar Melhor assim ,0
América Brasil,Mina Do Condomínio,400.626,60,1168800," Tô namorando aquela mina Mas não sei se ela me namora Mina maneira do condomínio Lá do bairro onde eu moro Tô namorando aquela mina Mas não sei se ela me namora Mina maneira do condomínio Lá do bairro onde eu moro Seu cabelo me alucina Sua boca me devora Sua voz me ilumina Seu olhar me apavora Me perdi no seu sorriso Nem preciso me encontrar Não me mostre o paraíso Que se eu for, não vou voltar Pois eu vou Eu vou Eu digo oi, ela nem nada Passa na minha calçada Dou bom dia, ela nem liga Se ela chega, eu paro tudo Se ela passa, eu fico todo Se vem vindo, eu faço figa Eu mando um beijo, ela não pega Pisco olho, ela se nega Faço pose, ela não vê Jogo charme, ela ignora Chego junto, ela sai fora Eu escrevo, ela não lê Minha mina, minha amiga Minha namorada Minha gata, minha sina Do meu condomínio Minha musa, minha vida Minha Monalisa Minha Vênus, minha deusa Quero seu fascínio Minha mina, minha amiga Minha namorada Minha gata, minha sina Do meu condomínio Minha musa, minha vida Minha Monalisa Minha Vênus, minha deusa Quero seu fascínio Tô namorando aquela mina Mas não sei se ela me namora Mina maneira do condomínio Lá do bairro onde eu moro Tô namorando aquela mina Mas não sei se ela me namora Mina maneira do condomínio Lá do bairro onde eu moro Seu cabelo me alucina Sua boca me devora Sua voz me ilumina Seu olhar me apavora Me perdi no seu sorriso Nem preciso me encontrar Não me mostre o paraíso Que se eu for, não vou voltar Eu vou Eu vou Eu digo oi, ela nem nada Passa na minha calçada Dou bom dia, ela nem liga Se ela chega, eu paro tudo Se ela passa, eu fico todo Se vem vindo, eu faço figa Eu mando um beijo, ela não pega Pisco olho, ela se nega Faço pose, ela não vê Jogo charme, ela ignora Chego junto, ela sai fora Eu escrevo, ela não lê Minha mina, minha amiga Minha namorada Minha gata, minha sina Do meu condomínio Minha musa, minha vida Minha Monalisa Minha Vênus, minha deusa Quero seu fascínio Minha namorada Do meu condomínio Minha Monalisa Quero seu fascínio Minha namorada Do meu condomínio Minha Monalisa Quero seu fascínio Minha mina, minha amiga Minha namorada Minha gata, minha sina Do meu condomínio Minha musa, minha vida Minha Monalisa Minha Vênus, minha deusa Quero seu fascínio Minha namorada Do meu condomínio Minha Monalisa Quero seu fascínio Minha namorada Do meu condomínio Minha Monalisa Quero seu fascínio Minha namorada Do meu condomínio Minha Monalisa Quero seu fascínio Minha namorada Do meu condomínio Minha Monalisa Quero seu fascínio Minha namorada Do meu condomínio Minha Monalisa Quero seu fascínio ",0
América Brasil,Mariana,-1.0,-1,96333, Ninguém tem o dengo Que tem minha preta E nem o gênio Que ela também tem É ela quem dá ordem Aqui na nossa casa Mas quando ela relaxa Fica tudo bem A vida tá beleza Aqui com a nossa filha Agora tem mais uma Que acabou de chegar É mais uma menina Pra nossa alegria Que o nosso dia-a-dia vai se completar Quem tem verdade Tem valor E bom é ter a sua mão Na alegria ou na dor Mariana para sempre meu amor ,0
América Brasil,Só No Chat,279.173,22,18548, Ela disse que me ama Disse que me adora Disse que me quer Diz que quer morar comigo Que sai da igreja E aceita o candomblé Diz que uma vez na cama Esquece da fama E de trabalhar E prepara na bandeja Um filé que seja Pra eu não levantar Ela vem com essa E eu nem a conheço pessoalmente Só no chat Só na net Só na mente Eu já disse tantas vezes Que só quero papo Tenha piedade Não estou de brincadeira Tenho compromisso Só quero amizade Disparou na rede agora Que já me namora Parece lelé Já marcou o casamento Sem meu consentimento Quer ser minha mulher ,0
América Brasil,Samba Rock,255.093,42,61594, Acordo cedo para trabalhar E chego cedo todo dia lá Não falto nunca Que é pra não deixar Os homens terem do que reclamar Um dia desses o chefe do setor Que sempre tem algum veneno pra jogar Jogou na cara do supervisor Que o patrão falou Que tá sem grana pra pagar Vai lá Se quiser falar com ele vai lá Vai lá Vai cobrar o seu dinheiro vai lá Vai lá É nessa grana que eu vou O português me disse que não deu Que a prefeitura ainda não depositou Agora lá em casa como é que vai ser Botei o meu moleque pra fazer judô O japonês disse que lá não tem Filosofia zen se não tiver dim dim O senhorio não quer nem saber Quer levar o dele quando o mês chegar ao fim Quer dim dim Quer dim dim Quer dim dim Dom dom Ai dim dim Que falta que me faz Eu corro tanto atrás E você nunca vem pra mim Ai dom dom Segura mais um mês Que agora eu vou dançar Um samba rock que é bom ,0
América Brasil,Seu Olhar,386.986,48,1610401, Temos rotas a seguir Podemos ir daqui pro mundo Mas quero ficar porque Quero mergulhar mais fundo Só de me encontrar no seu olhar Já muda tudo Posso respirar você E posso te enxergar no escuro Tem muito tempo na estrada Muito tem E como quem não quer nada Você vem Depois da onda pesada A onda zen É namorar na almofada E dormir bem Foi o seu olhar O que me encantou Quero um pouco mais Desse seu amor Foi o seu olhar O que me encantou Quero um pouco mais Desse seu amor ,0
América Brasil,Eterna Busca,139.026,24,41415,-1,0
América Brasil,Voz Da Massa,453.48,21,12306," Seu zé do caroço falou: Quem cuida do nosso brasil? Quem livra essa gente da dor? Quem tem peito de ser varonil? O ano dois mil já passou Parece primeiro de abril O mundo tá aí, não acabou Mas cadê? Ninguém sabe, ninguém viu Refrão É a voz da massa Que vai na raça É a voz da massa Que vem cantar em coro no meu samba Criança no morro chorou A autoridade não viu Nem lembra que o trabalhador É filho da pátria gentil Meu samba é partido, é amor Versando por esse brasil Pedindo respeito e valor Mas cadê? Ninguém sabe, ninguém viu Refrão ",0
Cru,Tive Razão,272.133,29,606385," Tive razão Posso falar Não foi legal, não pegou bem Que vontade de chorar, dói Em pensar que ela não vem só dói Mas pra mim tá tranquilo, eu vou zuar O clima é de partida Vou dar sequência na vida De bobeira é que eu não estou E você sabe como é que é, eu vou Mas poderei voltar quando você quiser Demorou, vai ser melhor Demorou, vai ser melhor Tive razão Posso falar Não foi legal, não pegou bem Que vontade de chorar, dói Em pensar que ela não vem só, dói Mas pra mim tá tranquilo, eu vou zuar O clima é de partida Vou dar sequência na minha vida E de bobeira é que eu não estou E você sabe como é que é, eu vou Mas poderei voltar quando você quiser Demorou, vai ser melhor Demorou, vai ser melhor ",1
Cru,Mania de Peitão,157.466,9,68944," Ela tem um rebolado Por demais sensual Domina os olhos da gente, Com seu corpo escultural Na praia é uma delicia, com sua cor de jambo Deixa muita mulher recalcada, E tudo que é homem babando A noite ela é uma estrela Ofusca o brilho da lua Não há beleza na Terra, Que se compare com a sua Mas o que o povo desconhece, É que este tremendo ciclone Musa da geração 2000 É armação de silicone Mania de peitão, Mania de peitão, Mania de peitão, É armação de silicone Nunca vi fazer tanta exigência Em fazer o que você me faz Você não sabe o que é a consciência Não vê que eu sou um pobre rapaz Você só pensa em luxo e riqueza Tudo o que você vê, você quer Ai meu Deus, que saudades de Amélia Aquilo sim é que era mulher! ",1
Cru,Chatterton,232.093,5,56651," Sangue! Sangue! Sangue! Chatterton suicidou Kurt Cobain suicidou Getúlio Vargas suicidou Nietzsche enlouqueceu E eu! Não vou nada bem Não vou nada bem Não vou nada bem Não vou nada bem Chatterton suicidou Cléopatra suicidou Isocrates suicidou Goya enlouqueceu E eu! Não vou nada bem Não vou nada bem, não vou nada bem Não vou nada bem, não vou nada bem Não vou nada bem, não vou nada bem Não vou nada bem, não vou nada bem Não vou nada bem, não vou nada bem Não vou nada bem, não vou nada bem Não vou nada bem, não vou nada bem Não vou nada bem, não vou nada bem Não vou nada bem Chatterton suicidou Marc- Antoine suicidou Van Gogh suicidou Schumann enlouqueceu E eu! Puta que pariu! Não vou nada bem Não vou nada nada Não vou nada bem Não vou nada bem Não vou nada bem Puta que pariu! ",1
Cru,Fiore De La Città,259.333,8,11624," Nel mio cuore lo sguardo del mio amore fa Una grazia che è nata dal tuo modo di amare Un sorriso negli occhi, un alito di fiore E le labbre bagnate di celo, con sapore di vino Nel deserto umano, nuvola di sogno su di me Nel tuo corpo io voglio viaggiare e perdermi Dopo vado a esplorare i luoghi che incontrerò Il tuo profumo guidando il mio tocco Come un dotto Le mie mani con te mescolate sono ballerine In questo tuo mondo pieno Che adesso posso avere ",1
Cru,Bem Querer,284.466,42,80162," Tanta dor tanta tristeza Vim de longe Para buscar meu bem quer Fogo que arrebenta o peito Leva o jeito, já vi tudo acontecer Em beijar você Abraçar você Reflorescer em seu corpo, brincar Vida razão de amar Reflorescer em seu corpo, brincar Vida razão de amar Ah, ah, ah, ah, ah... ",1
Cru,Don't,-1.0,-1,19345," Don't, don't, that's what you say Each time that I hold you this way, When I feel like this and I want to hold you, Baby, don't say don't. Don't, don't leave my embrace For here in my arms is your place When the night grows cold and I want to hold you, Baby, don't say don't. If you think that this is just a game I'm playing If you think that I don't mean Ev'ry word I'm saying Don't, don't, don't, don't, Don't feel that way I'm your love and yours I will stay This you can believe I will never leave you Heave knows I won't Baby, don't say don't ",1
Cru,São Gonça,297.066,54,695557," Pretinha, uh, faço tudo pelo nosso amor Faço tudo pelo bem do nosso bem, meu bem A saudade é minha dor E anda arrasando com o meu coração E não duvide que um dia eu te darei o céu O meu amor junto com um anel pra gente se casar No cartório ou na igreja Se você quiser Se não quiser tudo bem, meu bem Mas tente compreender Morando em São Gonçalo você sabe como é Hoje a tarde a ponte engarrafou E eu fiquei a pé Tentei ligar pra você O orelhão da minha rua estava escangalhado O meu cartão tava zerado, mas você crê se quiser Pretinha, uh, eu faço tudo pelo nosso amor Faço tudo pelo bem do nosso bem, meu bem Neném, ai, ai, faz isso comigo não A saudade é minha dor E anda arrasando com o meu coração E não duvide que um dia eu te darei o céu O meu amor junto com um anel pra gente se casar Lá no cartório ou na igreja Se você quiser Se não quiser tudo bem, meu bem Mas tente compreender, tente compreender Morando em São Gonçalo você sabe como é Hoje a tarde a ponte engarrafou E eu fiquei a pé, fiquei a pé Tentei ligar pra você O orelhão da minha rua estava escangalhado O meu cartão tava zerado, mas você crê se quiser Mas tente compreender, tente compreender Morando em São Paulo, você sabe como é Hoje a marginal engarrafou E eu fiquei a pé Tentei ligar pra você O orelhão da minha rua estava escangalhado O meu cartão tava zerado, mas você crê se quiser Mas você crê se quiser Mas você crê se quiser Mas você crê se quiser Mas você crê se quiser ",1
Cru,Bola de Meia,325.16,6,41069," Tanto tempo pra pensar Mas no meio da correria acho que não deu Eu tentando consertar a nossa história Mas sem a sua ajuda, não aconteceu Acontece que se fosse esperta E desse tempo ao tempo Não seria assim Sugando tudo o que tenho de forças Eu já não estou querendo mais você pra mim Infelizmente é assim Termina-se uma história Que a gente mal começou Se tomasse cuidado com meus sentimentos Talvez meu coração ainda fosse seu Esse final não me agradou E o nosso entendimento Não aconteceu Eu que lutei um dia pra te ter ao meu lado Agora eu te confesso Quem não quer sou eu Fui eu quem te dei O primeiro beijo O primeiro toque A primeira canção Se realmente quer ficar comigo Não faz bola de meia com meu coração Tanto tempo, tanto tempos ",1
Cru,Una Mujer,-1.0,-1,11850," Uma mulher brasileira Um avião tropical Luzes e sabor, uma estrela de fogo Dança no cais da paixão Una mujer, a beleza do mar Movendo as águas do amor Clara evidência ao sol que doura Solamente você Vôou, sumiu pelo mundo Uma mulher cigana A própria cor dos meus dias Una mujer, uma flor Una mujer, a beleza do mar Movendo as águas do amor Clara evidência ao sol que doura Solamente você Vôou, sumiu pelo mundo Uma mulher cigana A própria cor dos meus dias Una mujer, uma flor ",1
Cru,Eu Sou Favela,147.24,7,30151," A favela nunca foi reduto de marginal A favela nunca foi reduto de marginal Ela só tem gente humilde, marginalizada E essa verdade não sai no jornal A favela é um problema social A favela é um problema social Sim, mas eu sou favela Posso falar de cadeira Minha gente é trabalhadeira E nunca teve assistência social Ela só vive lá Porque para o pobre não tem outro jeito Apenas só tem o direito A um salário de fome e uma vida normal A favela é um problema social A favela é um problema social ",1
The Life Aquatic Studio Sessions,Rebel Rebel,165.466,51,18664," Você não sabe se vai ou vem Pouco me importa se o dinheiro é seu Ei baby se o cabelo é legal Moda na gringa é feliz natal Se equivocou mas ficou tudo bem Agora diz que está na onda zen Ei baby você venceu Passe amanhã e pegue o que é seu A maquiagem vai desmanchar Para o seu medo aparecer Zero a zero, agora eu vou Você deu mole então eu marco um gol Zero a zero, você venceu Passe amanhã e pegue o que é seu2x ",0
The Life Aquatic Studio Sessions,Life On Mars?,209.066,46,61715," Muitas vezes o coração Não consegue compreender O que a mente não faz questão Nem tem forças pra obedecer Quantos sonhos já destruí E deixei escapar das mãos Se o futuro assim permitir Não pretendo viver em vão Meu amor não estamos sós Tem um mundo a esperar por nós No infinito do céu azul Pode ter vida em Marte Então, vem cá me dá a sua língua Então vem, eu quero abraçar você Seu poder vem do sol Minha medida Meu bem, vamos viver a vida Então vem, senão eu vou perder quem sou Vou querer me mudar para uma life on mars Muitas vezes o coração Não consegue compreender O que a mente não faz questão Nem tem forças pra obedecer Quantos sonhos já destruí E deixei escapar das mãos Se o futuro assim permitir Não pretendo viver em vão Meu amor, não estamos sós Tem um mundo a esperar por nós No infinito do céu azul Pode ter vida em Marte Então, vem cá me dá a sua língua Então vem, que eu quero abraçar você Seu poder vem do sol Minha medida Meu bem, vamos viver a vida Então vem, senão eu vou perder quem sou Vou querer me mudar para uma life on mars ",0
