Álbum,Música,Duração,Popularidade,Visualizações,Letra,Prêmios
Samba Esporte Fino,Pequinês e Pitbull,-1.0,-1,61474," Eu não quero sair! Hoje eu vou ficar quieto Não adianta insistir Eu não vou pro boteco Eu não quero sair! Eu não quero sair! Eu não! Hoje eu vou ficar quieto Não adianta insistir Eu não vou pr'o boteco Hoje eu não teco, não fumo Não jogo sinuca Não pego no taco Tem muita gente maluca Me apurrinhando Enchendo o meu saco Hoje estou de vara curta Vou ficar no barraco O que não falta é tatu Pra me levar pr'o buraco Eu não quero sair! Eu não quero sair! Eu não! Hoje eu vou ficar quieto Não adianta insistir Eu não vou pro boteco Hoje eu não teco, não fumo Não jogo sinuca Não pego no taco Tem muita gente maluca Me apurrinhando Enchendo o meu saco Hoje estou de vara curta Vou ficar no barraco O que não falta é tatu Pra me levar pr'o buraco Conversa fiada, amador Carambola Espeto é de pau Em casa de ferreiro Papagaio que acompanha João-de-barro se enrola Vira ajudante de pedreiro Papagaio que acompanha João-de-barro se enrola Vira ajudante de pedreiro Eu não quero sair! Eu não quero sair! Hoje eu vou ficar quieto Não adianta insistir Eu não vou pro boteco Eu não quero sair! Eu não quero sair! Eu não! Hoje eu vou ficar quieto Não adianta insistir Eu não vou pro boteco Hoje eu não teco, não fumo Não jogo sinuca Não pego no taco Tem muita gente maluca Me apurrinhando Enchendo o meu saco Hoje eu estou de vara curta Vou ficar no barraco O que não falta é tatu Pra me levar pro buraco Não sou mais morcego Hoje eu sou passarinho Farinha pouca Meu pirão sozinho Pequinês que quer Brincar com pitbull Pirou de vez Vira pic-nic de urubu Pequinês que quer Brincar com pitbull Pirou de vez Vira pic-nic de urubu Moro lá no flamengo Com prédio de fundo De frente para o morro azul Vira pic-nic de urubu Vou pedir pra dona sula Fazer um frango com quiabo E um prato de angú Vira pic-nic de urubu Venho lá do gogó da ema E não tem problema Pois não dou mole Pra ninguém da zona sul Vira pic-nic de urubu Eu falei pra vocês! Vira pic-nic de urubu Vira pic-nic de urubu ",0
Samba Esporte Fino,Te Queria,-1.0,-1,59045,-1,0
Samba Esporte Fino,O Samba Taí,293.693,16,16585," Disseram que o samba se perdeu Onde será que ele está? Dizem que ele foi seguindo adiante Sem consultar a ninguém. Pra entender o samba... Você não precisa sair De onde está.(2x) O Samba taí O samba tá... Tá no sangue daquele que sabe sambar.( Te falei mas disseram...) Disseram que o samba se perdeu Onde será que ele está Dizem que ele foi seguindo adiante Sem consultar a ninguém. Pra entender o samba... Você não precisa sair De onde está.(2x) O Samba taí O samba tá.. Tá no sangue daquele que sabe sambar. Ta no cacique de Ramos No sovaco também tá. Tá no pé da Igreja da Penha, No trem da Central, Tá na Praça Mauá. Tá no frevo em Recife, Nos ? Estates? também tá. Fez história na Bahia, Dizem até que nasceu lá.(2x) O Samba taí O samba tá... Tá no sangue daquele que sabe sambar. Quando desceu lá do morro, compadre. Ele desceu numa boa. Manifestou emoção. O samba andou de avião. O samba andou de canoa. O samba pintou o sete. Com dama e valete. Sabe como é... O samba está na cabeça, E na palma da mão e na sola do pé.(2x) O Samba taí O samba tá.. Tá no sangue daquele que sabe sambar. Vou pedir pra São Jorge guerreiro, Que é meu padroeiro, Pra me abençoar. Tá no sangue daquele que sabe sambar Vou pro samba de noite e de dia, A preta sabia antes de casar. Tá no sangue daquele que sabe sambar...( Ô, no sangue daquele, daquele, daquele que sabe sambar...) Tá no sangue daquele que sabe sambar...( Ô, no sangue daquele, daquele, daquele que sabe sambar...) Tá no sangue daquele que sabe sambar... ",0
Samba Esporte Fino,Hágua,243.893,16,33291," O seco deserto esta tomando conta do planeta Água doce, bebível potável está acabando Poluição, devastação, queimadas Desequilíbrio mental Desequilíbrio do meio ambiente Segundo previsões dos cientistas De padres, pastores, budistas De ciganos, pai de Santos, Hare Krishna O tempo vai secar O sol vai cárcume E água pra beber( Não vai ter) E água pra lavar( Não vai dar) Água pra benzer E água pra nadar Nada, nada (x2) O seco deserto esta tomando conta do planeta Água doce, bebível potável está acabando (uuuuh) Poluição, devastação, queimadas Desequilíbrio mental Desequilíbrio do meio ambiente Segundo previsões dos cientistas De padres, pastores, budistas De ciganos, pai de Santos, Hare Krishna O tempo vai secar O sol vai cárcume E água pra beber( Não vai ter) E água pra lavar( Não vai dar) Água pra encher E água pra nadar Nada, nada (x2) ",0
Samba Esporte Fino,Samba Que Nem Rita à Dora,306.946,14,25753," O Chico falou que a Rita levou O sorriso dele e o assunto Eu sofri seu sofrer mas pergunto Se o meu ele ia aguentar A quem tanto queria um presunto Dei meu corpo morrendo de amar Onde havia horizonte defunto Pois o sol a brilhar( O Chico falou) O Chico falou que a Rita levou O sorriso dele e o assunto Eu sofri seu sofrer mas pergunto Se o meu ele ia aguentar A quem tanto queria um presunto Dei meu corpo morrendo de amar Onde havia horizonte defunto Pois o sol a brilhar Num instante eu tirei Suas mãos lá do tanque Presenteei Máquina de lavar Contratei pra passar Dona Sebastiana Testemunha ocular do esforço que eu fiz Para ver tudo azul E até Carvão e Giz Teria final feliz na África do Sul Acontece ô Chico Você mesmo disse Que a Rita levou o que era de direito Acontece que a Dora sem ter o direito Levou tudo que eu já iria lhe dar Se não deu pra formar um conjunto O meu som não podia dançar Se não deu pra gente ficar junto É um lá, outro cá Lhe dediquei Lhe dediquei Uma trova, um soneto e um samba-canção Mas é que a danada não tem coração Tem não, tem não Sem mais e sem menos, resolve ir embora. Lhe dediquei Uma trova, um soneto e um samba-canção Mas é que a danada não tem coração Tem não, tem não Sem mais e sem menos, resolve ir embora. O Chico falou que a Rita levou O sorriso dele e o assunto Eu sofri seu sofrer mas pergunto Se o meu ele ia aguentar A quem tanto queria um presunto Dei meu corpo morrendo de amar Onde havia horizonte defunto Pois o sol a brilhar Num instante eu tirei Suas mãos lá do tanque Presenteei Máquina de lavar Contratei pra passar Dona Sebastiana Testemunha ocular do esforço que eu fiz Para ver tudo azul E até Carvão e Giz Teria final feliz na África do Sul Acontece ô Chico Você mesmo disse Que a Rita levou o que era de direito Acontece que a Dora sem ter o direito Levou tudo que eu já iria lhe dar Se não deu pra formar um conjunto O meu som não podia dançar Se não deu pra gente ficar junto É um lá outro cá Lhe dediquei Lhe dediquei Uma trova, um soneto e um samba-canção Mas é que a danada não tem coração Tem não, tem não Sem mais e sem menos, resolve ir embora. Lhe dediquei Uma trova, um soneto e um samba-canção Mas é que a danada não tem coração Tem não, tem não Sem mais e sem menos, resolve ir embora.( Lere...) Lhe dediquei Uma trova, um soneto e um samba-canção Mas é que a danada não tem coração Tem não, tem não Sem mais e sem menos, resolve ir embora. ",0
Samba Esporte Fino,Madá,-1.0,-1,12203,-1,0
Samba Esporte Fino,Funky Baby,-1.0,-1,10731,-1,0
Samba Esporte Fino,Em Nagoya Eu Vi Eriko,285.506,12,5845,-1,0
Samba Esporte Fino,De Alegria Raiou o Dia,240.653,11,21207,-1,0
Ana e Jorge,São Gonça,297.066,54,695557," Pretinha, uh, faço tudo pelo nosso amor Faço tudo pelo bem do nosso bem, meu bem A saudade é minha dor E anda arrasando com o meu coração E não duvide que um dia eu te darei o céu O meu amor junto com um anel pra gente se casar No cartório ou na igreja Se você quiser Se não quiser tudo bem, meu bem Mas tente compreender Morando em São Gonçalo você sabe como é Hoje a tarde a ponte engarrafou E eu fiquei a pé Tentei ligar pra você O orelhão da minha rua estava escangalhado O meu cartão tava zerado, mas você crê se quiser Pretinha, uh, eu faço tudo pelo nosso amor Faço tudo pelo bem do nosso bem, meu bem Neném, ai, ai, faz isso comigo não A saudade é minha dor E anda arrasando com o meu coração E não duvide que um dia eu te darei o céu O meu amor junto com um anel pra gente se casar Lá no cartório ou na igreja Se você quiser Se não quiser tudo bem, meu bem Mas tente compreender, tente compreender Morando em São Gonçalo você sabe como é Hoje a tarde a ponte engarrafou E eu fiquei a pé, fiquei a pé Tentei ligar pra você O orelhão da minha rua estava escangalhado O meu cartão tava zerado, mas você crê se quiser Mas tente compreender, tente compreender Morando em São Paulo, você sabe como é Hoje a marginal engarrafou E eu fiquei a pé Tentei ligar pra você O orelhão da minha rua estava escangalhado O meu cartão tava zerado, mas você crê se quiser Mas você crê se quiser Mas você crê se quiser Mas você crê se quiser Mas você crê se quiser ",1
Ana e Jorge,Problema Social,253.826,41,178482, Se eu pudesse eu dava um toque em meu destino Não seria um peregrino nesse imenso mundo cão Nem o bom menino que vendeu limão e Trabalhou na feira pra comprar seu pão Não aprendia as maldades que essa vida tem Mataria a minha fome sem ter que roubar ninguém Juro que nem conhecia a famosa funabem Onde foi a minha morada desde os tempos de neném É ruim acordar de madrugada pra vender bala no trem Se eu pudesse eu tocava em meu destino Hoje eu seria alguém Seria eu um intelectual Mas como não tive chance de ter estudado em colégio legal Muitos me chamam pivete Mas poucos me deram um apoio moral Se eu pudesse eu não seria um problema social Se eu pudesse eu não seria um problema social ,1
Ana e Jorge,Zé do Caroço,251.64,49,220038," No serviço de altofalante Do morro do Pau da Bandeira Quem avisa é o Zé do Caroço Que amanhã vai fazer alvoroço Alertando a favela inteira Aí como eu queria que fosse em mangueira Que existisse outro Zé do Caroço Pra falar de uma vez pra esse moço Carnaval não é esse colosso Nossa escola é raiz, é madeira Mas é o Morro do Pau da Bandeira De uma Vila Isabel verdadeira E o Zé do Caroço trabalha E o Zé do Caroço batalha E que malha o preço da feira E na hora que a televisão brasileira Destrói toda gente com a sua novela É que o Zé bota a boca no mundo Ele faz um discurso profundo Ele quer ver o bem da favela Está nascendo um novo líder No morro do Pau da Bandeira Está nascendo um novo líder No morro do Pau da Bandeira No morro do Pau da Bandeira No morro do Pau da Bandeira ",1
Ana e Jorge,Carolina,-1.0,-1,1211328," Carolina é uma menina bem difícil de esquecer Andar bonito e um brilho no olhar Tem um jeito adolescente que me faz enlouquecer E um molejo que eu não vou te enganar Maravilha feminina, meu docinho de pavê Inteligente, ela é muito sensual Te confesso que estou apaixonado por você Ô, Carolina, isso é muito natural Ô, Carolina, eu preciso de você Ô, Carolina, eu não vou suportar não te ver Carolina, eu preciso te falar Ô, Carolina, eu vou amar você De segunda a segunda, fico louco pra te ver Quando eu te ligo, você quase nunca está Isso era outra coisa que eu queria te dizer Não temos tempo, então melhor deixar pra lá A princípio, no domingo, o que você quer fazer? Faça um pedido, que eu irei realizar Olha aí, amigo, eu digo que ela só me dá prazer Essa mina Carolina é de abalar, oi Ô, Carolina, eu preciso de você Ô, Carolina, eu não vou suportar não te ver Carolina, eu preciso te falar Ô, Carolina eu vou amar você Carolina, Carolina Carolina, preciso te encontrar Carolina, me sinto muito só Carolina, preciso te dizer Ô, Carolina, eu só quero amar você Carolina, preciso te encontrar Ô, Carolina, me sinto muito só Carolina, preciso te dizer Ô, Carolina, eu só quero amar você Carolina é uma menina bem difícil de esquecer Andar bonito e um brilho no olhar Tem um jeito adolescente que me faz enlouquecer E um molejo que eu não vou te enganar Maravilha feminina, meu docinho de pavê Inteligente, ela é muito sensual Te confesso que estou apaixonado por você Ô, Carolina, isso é muito natural Ô, Carolina, eu preciso de você Ô, Carolina, não vou suportar não te ver Carolina, eu preciso te falar Ô, Carolina, eu vou amar você Eu vou amar você Pois eu vou te dar muito carinho Vou te dar beijinho no cangote Oi, Carolina Menina bela, menina bela Maravilha feminina Carolina, preciso te encontrar Carolina, me sinto muito só Carolina, preciso te dizer Ô, Carolina, eu só quero amar você Carolina, preciso te encontrar Ô, Carolina, me sinto muito só Carolina, preciso te dizer Ô, Carolina, eu só quero amar você Ô, Carolina, preciso te encontrar Ô, Carolina, me sinto muito só Ô, Carolina, preciso te dizer Ô, Carolina, eu só quero amar você Ô, Carolina, ô, Carolina (ô, Carolina) Ô, Carolina, ô, Carolina Carol, Carol, Carol, Carol, Carol Carol, Carol, Carol Carol, Carol, Carol, Carol, Carol Carol, Carol, Carol (ô, Carolina) Carol, Carol, Carol, Carol, Carol Carol, Carol, Carol Carol, Carol, Carol, Carol, Carol Carol, Carol, Carol ",1
Ana e Jorge,Comparsas / O Pequinês e o Pit Bull,-1.0,-1,19463," É, deixa eu falar do meu comparsa Que não dá mole não tem farsa Nem cai no conto do vigário Ele é do tamanho de um armário Meu amigo é o Jorge Mário Poderoso e campeão Forte e robusto é o negão E meu amigo joga duro Sempre chega bem na frente Tem um olho no futuro E é sério e inteligente Não é o seu Nem é o meu É o nosso Seu Jorge É o nosso Seu Jorge Ihh É o nosso Seu Jorge Ihh E vem a Ana Carolina Uma menina interessante Com seu ar estonteante Com a sua voz possante Esse jeito diferente Ela é a gente da gente Botando a bola pra cima O que começa ela termina Disposição ela é a mina Ana bacana Carolina Ana bacana... a Carolina Ana bacana... a Carolina É a Ana bacana... a Carolina Ana bacana... a Carolina Carolina Salve o Jorge Carolina Salve o Jorge Carolina Salve o Jorge Carolina Salve o Jorge Pra todo mundo saber O que é ficar lado a lado Num cavalo sem asas No meio do palco Pra todo mundo saber O que é ficar lado a lado De um cavalo sem asas Aqui no meio do palco Aqui no meio do palco Aqui no meio do palco Aqui no meio do palco Aqui no meio do palco Aqui no meio do palco Aqui no meio do palco Aqui no meio do palco Aqui no meio do palco Hoje eu não quero sair Hoje eu vou ficar quieto Eu não quero sair Hoje eu vou ficar quieto Não adianta insistir Eu não vou pro boteco Eu não quero sair Hoje eu vou ficar quieto Não adianta insistir Eu não vou pro boteco Hoje eu não teco, não fumo Não jogo sinuca Não pego no taco Tem muita gente maluca Me aporrinhando Enchendo o meu saco Hoje eu estou de vara curta Vou ficar no barraco O que não falta é tatu Pra me levar pro buraco Converso afiada amador Carambola Espeto é de pau em casa de ferreiro Papagaio que acompanha João-de- Barro se enrola Vira ajudante de pedreiro ",1
Ana e Jorge,Tanta Saudade,-1.0,-1,502," Era tanta saudade É, pra matar Eu fiquei até doente Eu fiquei até doente, menina Se eu não mato a saudade É, deixa estar Saudade mata a gente Saudade mata a gente, menina Quis saber o que é o desejo De onde ele vem Fui até o centro da terra E é mais além Procurei uma saída O amor não tem Estava ficando louco Louco, louco de querer bem Mas restou a saudade É, pra ficar Ai, eu encarei de frente Ai, eu encarei de frente, menina Se eu ficar na saudade E deixar Saudade engole a gente Saudade engole a gente, menina Quis saber o que é o desejo De onde ele vem Fui até o centro da terra E é mais além Procurei uma saída O amor não tem Estava ficando louco Louco, louco de querer bem Quis chegar até o limite De uma paixão Baldear o oceano Com a minha mão Encontrar o sal da vida E a solidão Esgotar o apetite Todo o apetite do coração Ai, amor, miragem minha, minha linha do horizonte, é monte atrás de monte, é Monte, a fonte nunca mais que seca Ai, saudade, inda sou moço, aquele poço não tem fundo, é um mundo e dentro Um mundo e dentro é um mundo que me leva ",1
Ana e Jorge,É Isso Aí,258.186,48,254172, É isso aí Como a gente achou que ia ser A vida tão simples é boa Quase sempre É isso ai Os passos vão pelas ruas Ninguém reparou na Lua A vida sempre continua E eu não sei parar de te olhar Eu não sei parar de te olhar Não vou parar de te olhar Eu não me canso de olhar Não sei parar De te olhar É isso aí Há quem acredita em milagres Há quem cometa maldades Há quem não saiba dizer a verdade É isso aí Um vendedor de flores Ensina seus filhos a escolher seus amores Eu não sei parar de te olhar Não sei parar de te olhar Não vou parar de te olhar Eu não me canso de olhar Não vou parar de te olhar É isso aí Há quem acredita em milagres Há quem cometa maldades Há quem não saiba dizer a verdade É isso aí Um vendedor de flores Ensina seus filhos a escolher seus amores E eu não sei parar de te olhar Eu não sei parar de te olhar Não vou parar de te olhar Eu não me canso de olhar Não vou parar de te olhar ,1
Ana e Jorge,Pra Rua Me Levar,-1.0,-1,98050,-1,1
Ana e Jorge,Chatterton,232.093,5,56651," Sangue! Sangue! Sangue! Chatterton suicidou Kurt Cobain suicidou Getúlio Vargas suicidou Nietzsche enlouqueceu E eu! Não vou nada bem Não vou nada bem Não vou nada bem Não vou nada bem Chatterton suicidou Cléopatra suicidou Isocrates suicidou Goya enlouqueceu E eu! Não vou nada bem Não vou nada bem, não vou nada bem Não vou nada bem, não vou nada bem Não vou nada bem, não vou nada bem Não vou nada bem, não vou nada bem Não vou nada bem, não vou nada bem Não vou nada bem, não vou nada bem Não vou nada bem, não vou nada bem Não vou nada bem, não vou nada bem Não vou nada bem Chatterton suicidou Marc- Antoine suicidou Van Gogh suicidou Schumann enlouqueceu E eu! Puta que pariu! Não vou nada bem Não vou nada nada Não vou nada bem Não vou nada bem Não vou nada bem Puta que pariu! ",1
Ana e Jorge,Beatriz,-1.0,-1,312," Olha Será que ela é moça Será que ela é triste Será que é o contrário Será que é pintura O rosto da atriz Se ela dança no sétimo céu Se ela acredita que é outro país E se ela só decora o seu papel E se eu pudesse entrar na sua vida Olha Será que é de louça Será que é de éter Será que é loucura Será que é cenário A casa da atriz Se ela mora num arranha-céu E se as paredes são feitas de giz E se ela chora num quarto de hotel E se eu pudesse entrar na suavida Sim, me leva para sempre, Beatriz Me ensina a não andar com os pés no chão Para sempre é sempre por um triz Ah, diz quantos desastres tem na minha mão Diz se é perigoso a gente ser feliz Olha Será que é uma estrela Será que é mentira Será que é comédia Será que é divina A vida da atriz Se ela um dia despencar do céu E se os pagantes exigirem bis E se um arcanjo passar o chapéu E se eu pudesse entrar na sua vida ",1
Ana e Jorge,Brasil Corrupção,-1.0,-1,38360,-1,1
Ana e Jorge,Mais Que Isso,-1.0,-1,32429,-1,1
Ana e Jorge,Garganta,-1.0,-1,274,-1,1
Ana e Jorge,Vestido Estampado,-1.0,-1,21719,-1,1
Ana e Jorge,O Beat da Beata,-1.0,-1,244, Se solta vem comigo vem pra dançar Se Solta que essa dança é pra curtir Sacudindo vem no beat da beata Depois que entrar não vai ter como fugir Aê o beat da beata Aê segura o patuá Toda boate tem um fundo de verdade Quem não pode com a mandinga não me tira pra dançar Tem beata tem sapata Tem frei pegando gay Tem puta loirinha e tem mulata Paraíba surdo e japonês Na boate bate estaca Preconceito não tem vez Vale tudo é tudo certo porque a razão é do freguês Aê o beat da beata Aê segura o patuá Toda boate tem um fundo de verdade Quem não pode com a mandinga não me tira pra dançar Tem um boato ali rolando Num instante que se espalha Gente séria segurando a onda de nego que avacalha A preta alisou pôs silicone Amanhã vai querer botar caralha E todo mundo vai no beat Seja qual for a sua praia Aê o beat da beata Aê segura o patuá Toda boate tem um fundo de verdade Quem não pode com a mandinga não me tira pra dançar ,1
